"";"ID";"Habitattype";"Observer";"VagueDateBegin";"Betrouwbaarheid";"Waterpeil";"Versie";"% begroeid met opgaande vegetatie";"aandeel isoëtiden > overige groeivormen";"aantal sleutelsoorten abundant";"aantal sleutelsoorten excl. moerashertshooi";"aantal sleutelsoorten frequent";"bedekking eutrofiëring";"bedekking helofyten";"bedekking invasieve exoten";"bedekking verzuring";"contact met 7110 of 7140_oli";"grootste vegetatievlek in m²";"kranswiervelden voor > = 50 % sleutelsoorten"
"239";"VB_VIN_002_3150_18";"3150";"Jo Packet";"2018-09-24";"hoog";"Normaal";"Versie 3";NA;NA;TRUE;NA;FALSE;TRUE;FALSE;TRUE;NA;NA;TRUE;NA
"240";"VB_VOR_002_3150_17";"3150";"Vincent Smeekens";"2017-08-16";"hoog";"Normaal";"Versie 3";NA;NA;TRUE;NA;FALSE;FALSE;TRUE;TRUE;NA;NA;TRUE;NA
"241";"VB_VOR_003_3150_17";"3150";"Vincent Smeekens";"2017-08-16";"hoog";"Normaal";"Versie 3";NA;NA;TRUE;NA;FALSE;FALSE;FALSE;TRUE;NA;NA;FALSE;NA
"242";"VB_VOR_005_3130a_18";"3130_aom";"Vincent Smeekens";"2018-09-24";"hoog";"Normaal";"Versie 3";NA;NA;NA;FALSE;NA;TRUE;TRUE;FALSE;TRUE;NA;FALSE;NA
"243";"VB_VOR_005_3150_18";"3150";"Vincent Smeekens";"2018-09-24";"hoog";"Normaal";"Versie 3";NA;NA;TRUE;NA;FALSE;TRUE;TRUE;FALSE;NA;NA;FALSE;NA
"244";"WV_BBV_001_3130a_17";"3130_aom";"Kevin Scheers";"2017-10-18";"hoog";"Normaal";"Versie 3";NA;NA;NA;FALSE;NA;TRUE;FALSE;TRUE;TRUE;NA;TRUE;NA
"245";"WV_BBV_002_3130a_17";"3130_aom";"Kevin Scheers";"2017-10-18";"hoog";"Normaal";"Versie 3";NA;NA;NA;FALSE;NA;TRUE;TRUE;TRUE;TRUE;NA;FALSE;NA
"246";"WV_BBV_002_3130n_17";"3130_na";"Kevin Scheers";"2017-10-18";"hoog";"Normaal";"Versie 3";TRUE;NA;NA;NA;FALSE;FALSE;NA;TRUE;TRUE;NA;FALSE;NA
"247";"WV_BBV_003_3130a_17";"3130_aom";"Kevin Scheers";"2017-10-18";"hoog";"Normaal";"Versie 3";NA;NA;NA;FALSE;NA;TRUE;TRUE;TRUE;TRUE;NA;FALSE;NA
"248";"WV_BUL_002_3130a_17";"3130_aom";"Kevin Scheers";"2017-10-20";"hoog";"Uitzonderlijk laag";"Versie 3";NA;NA;NA;FALSE;NA;TRUE;TRUE;TRUE;FALSE;NA;FALSE;NA
"249";"WV_DAM_001_3150_17";"3150";"Jo Packet";"2017-10-10";"hoog";"Normaal";"Versie 3";NA;NA;FALSE;NA;TRUE;FALSE;FALSE;FALSE;NA;NA;FALSE;NA
"250";"WV_GUP_001_3130a_18";"3130_aom";"Kevin Scheers";"2017-10-04";"hoog";"Normaal";"Versie 3";NA;NA;NA;TRUE;NA;FALSE;TRUE;TRUE;TRUE;NA;TRUE;NA
"251";"WV_GUP_002_3130a_17";"3130_aom";"Kevin Scheers";"2017-10-04";"hoog";"Uitzonderlijk laag";"Versie 3";NA;NA;NA;FALSE;NA;TRUE;TRUE;TRUE;TRUE;NA;FALSE;NA
"252";"WV_GUP_002_3130n_17";"3130_na";"Kevin Scheers";"2017-10-04";"hoog";"Uitzonderlijk laag";"Versie 3";TRUE;NA;NA;NA;FALSE;TRUE;NA;TRUE;TRUE;NA;FALSE;NA
"253";"WV_KPV_001_3150_17";"3150";"Kevin Scheers";"2017-10-04";"hoog";"Normaal";"Versie 3";NA;NA;FALSE;NA;FALSE;TRUE;FALSE;FALSE;NA;NA;FALSE;NA
"254";"WV_LEI_003_3150_17";"3150";"Kevin Scheers";"2017-08-09";"hoog";"Normaal";"Versie 3";NA;NA;TRUE;NA;FALSE;TRUE;TRUE;FALSE;NA;NA;TRUE;NA
