"ID";"IDPlots";"TypePlot";"Habitattype";"Habitatsubtype";"AnalyseVariabele";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator"
"IV2017113010285455";"6194105";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017013015545827";"619506";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"3";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017013015545827";"619506";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"2";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017013011553027";"627922";"structuurplot";"6230";"6230_hn";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017013011553027";"627922";"structuurplot";"6230";"6230_hn";"strooisellaag";"bedekking strooisellaag";"1";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017013011553027";"627922";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017012013475483";"641238";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017012013475483";"641238";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017012613411763";"648914";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"3";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017012613411763";"648914";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021414213854";"654598";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021414213854";"654598";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017113008452613";"6645958";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017113008452613";"6645958";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030714024007";"6948370";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030714024007";"6948370";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017011215545335";"695297";"structuurplot";"1330";"1330_hpr";"microrelief_bedekking";"bedekking microrelief";"50";"Percentage";NA;"%";"Structuur";"microreliëf"
"IV2017011215545335";"695297";"structuurplot";"1330";"1330_hpr";"microrelief_aanwezigheid";"microreliëf aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"microreliëf"
"IV2017012612213288";"696182";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"30";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017012612213288";"696182";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"30";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017012612213288";"696182";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017012612213288";"696182";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"10";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021712211026";"702674";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"10";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021712211026";"702674";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"10";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017021712211026";"702674";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017021712211026";"702674";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"4";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017120118342938";"7072966";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017120118342938";"7072966";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018031113221134";"717750";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018031113221134";"717750";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2018031113221134";"717750";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2018031113221134";"717750";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030614095561";"7203174";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030614095561";"7203174";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017011813083530";"721906";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"1";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017011813083530";"721906";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017010617095027";"736949";"structuurplot";"1330";"1330_hpr";"microrelief_bedekking";"bedekking microrelief";"100";"Percentage";NA;"%";"Structuur";"microreliëf"
"IV2017010617095027";"736949";"structuurplot";"1330";"1330_hpr";"microrelief_aanwezigheid";"microreliëf aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"microreliëf"
"IV2017022410260914";"742450";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017022410260914";"742450";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017012711292443";"743982";"structuurplot";"6230";"6230_hmo";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017012711292443";"743982";"structuurplot";"6230";"6230_hmo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017012711292443";"743982";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017012312301685";"745170";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017012312301685";"745170";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021414444810";"753630";"structuurplot";"6230";"6230_hmo";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017021414444810";"753630";"structuurplot";"6230";"6230_hmo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021414444810";"753630";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017011312251730";"781906";"structuurplot";"6230";"6230_hn";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017011312251730";"781906";"structuurplot";"6230";"6230_hn";"strooisellaag";"bedekking strooisellaag";"5";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017011312251730";"781906";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"4";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030715412818";"783954";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"6";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030715412818";"783954";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"26";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017011215302636";"798133";"structuurplot";"1330";"1330_hpr";"microrelief_bedekking";"bedekking microrelief";"50";"Percentage";NA;"%";"Structuur";"microreliëf"
"IV2017011215302636";"798133";"structuurplot";"1330";"1330_hpr";"microrelief_aanwezigheid";"microreliëf aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"microreliëf"
"IV2017010617430082";"801793";"structuurplot";"1330";"1330_hpr";"microrelief_bedekking";"bedekking microrelief";"50";"Percentage";NA;"%";"Structuur";"microreliëf"
"IV2017010617430082";"801793";"structuurplot";"1330";"1330_hpr";"microrelief_aanwezigheid";"microreliëf aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"microreliëf"
"IV2017120117561385";"8121542";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017120117561385";"8121542";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"10";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017120114521398";"8158406";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017120114521398";"8158406";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017112912245580";"823129";"structuurplot";"6230";"6230_hmo";"nLevensvormen";"aantal levensvormen aanwezig";"2";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017112912245580";"823129";"structuurplot";"6230";"6230_hmo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017112912245580";"823129";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"1";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017010510420097";"842030";"structuurplot";"6230";"6230_hn";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017010510420097";"842030";"structuurplot";"6230";"6230_hn";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017010510420097";"842030";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017020318315989";"856054";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017020318315989";"856054";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017020318315989";"856054";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017020318315989";"856054";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017013011050597";"857298";"structuurplot";"6230";"6230_hn";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017013011050597";"857298";"structuurplot";"6230";"6230_hn";"strooisellaag";"bedekking strooisellaag";"5";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017013011050597";"857298";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017020713102084";"863862";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017020713102084";"863862";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017020713102084";"863862";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017020713102084";"863862";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"10";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017013013060304";"87250";"structuurplot";"6230";"6230_hn";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017013013060304";"87250";"structuurplot";"6230";"6230_hn";"strooisellaag";"bedekking strooisellaag";"2";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017013013060304";"87250";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021511480087";"880094";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"70";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021511480087";"880094";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"70";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017021511480087";"880094";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017021511480087";"880094";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017012613001528";"89810";"structuurplot";"6230";"6230_ha";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017012613001528";"89810";"structuurplot";"6230";"6230_ha";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017022015155634";"905382";"structuurplot";"6410";"6410_mo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017022015155634";"905382";"structuurplot";"6410";"6410_mo";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021312415166";"9087041";"structuurplot";"6410";"6410_ve";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021312415166";"9087041";"structuurplot";"6410";"6410_ve";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017010609200485";"908981";"structuurplot";"1330";"1330_hpr";"microrelief_bedekking";"bedekking microrelief";"100";"Percentage";NA;"%";"Structuur";"microreliëf"
"IV2017010609200485";"908981";"structuurplot";"1330";"1330_hpr";"microrelief_aanwezigheid";"microreliëf aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"microreliëf"
"IV2017021514080638";"923346";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"20";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021514080638";"923346";"structuurplot";"7140";"7140_meso";"strooisellaag";"bedekking strooisellaag";"20";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017021514080638";"923346";"structuurplot";"7140";"7140_meso";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017021514080638";"923346";"structuurplot";"7140";"7140_meso";"verbossing";"bedekking verbossing";"30";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021515123500";"943826";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021515123500";"943826";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017021515123500";"943826";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017021515123500";"943826";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021516164241";"959958";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021516164241";"959958";"structuurplot";"7140";"7140_oli";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Structuur";"strooisellaag"
"IV2017021516164241";"959958";"structuurplot";"7140";"7140_oli";"betreding_brand";"bedekking structuurschade";"0";"Percentage";NA;"%";"Verstoring";"structuurschade"
"IV2017021516164241";"959958";"structuurplot";"7140";"7140_oli";"verbossing";"bedekking verbossing";"25";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017021415415208";"979286";"structuurplot";"6230";"6230_hmo";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2017021415415208";"979286";"structuurplot";"6230";"6230_hmo";"strooisellaag";"bedekking strooisellaag";"0";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2017021415415208";"979286";"structuurplot";"6230";"6230_hmo";"verbossing";"bedekking verbossing";"2";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2018030416111323";"983990";"structuurplot";"6230";"6230_hn";"nLevensvormen";"aantal levensvormen aanwezig";"3";"Geheel getal";NA;NA;"Structuur";"horizontale structuur"
"IV2018030416111323";"983990";"structuurplot";"6230";"6230_hn";"strooisellaag";"bedekking strooisellaag";"3";"Percentage";NA;"%";"Verstoring";"strooisellaag"
"IV2018030416111323";"983990";"structuurplot";"6230";"6230_hn";"verbossing";"bedekking verbossing";"0";"Percentage";NA;"%";"Verstoring";"verbossing"
"IV2017010612172361";"996353";"structuurplot";"1330";"1330_hpr";"microrelief_bedekking";"bedekking microrelief";"100";"Percentage";NA;"%";"Structuur";"microreliëf"
"IV2017010612172361";"996353";"structuurplot";"1330";"1330_hpr";"microrelief_aanwezigheid";"microreliëf aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"microreliëf"
