"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Voorwaarde";"Waarde";"Type";"Invoertype";"Eenheid";"Criterium";"Indicator";"Belang"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"10";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014022512060363";"ZSCPQ195";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"4";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"10";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030311151333";"ZSCPQ199";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"4";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"10";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030311211704";"ZSCPQ200";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"4";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"10";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030311263430";"ZSCPQ201";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"4";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"aanwezigheid schorklifvorming";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"10";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"bedekking riet";"53";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030311283135";"ZSCPQ203";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"97";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"1";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"habitattype lager dan het klif";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"schorklifvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030312250246";"ZSCPQ158";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"97";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"1";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"habitattype lager dan het klif";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"schorklifvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030312272058";"ZSCPQ159";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"97";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"1";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"habitattype lager dan het klif";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"schorklifvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030312294301";"ZSCPQ160";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"97";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"1";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"bedekking riet";"75";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"habitattype lager dan het klif";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"schorklifvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030314313598";"ZSCPQ162";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"99";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"2";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030314334724";"ZSCPQ007";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"99";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"2";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030314392874";"ZSCPQ184";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"99";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"2";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030314421473";"ZSCPQ185";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"99";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"2";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"habitattype lager dan het klif";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"intertidale ruimte thv GHW aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"verticale gradiënt";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"kreken en oeverwallen aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"schorklifvegetaties aanwezig";"0";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"zowel lage als hoge (en climax-) schorvegetaties";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur_vegetatiegradient";"zb"
"IV2014030314594355";"ZSCPQ186";"1330";"1330_da";"zowel lage als hoge schorvegetaties aanwezig";"1";"Ja/nee";NA;NA;"Structuur";"horizontale structuur";"zb"
"IV2014030315031995";"ZSCPQ188";"1330";"1330_da";"aandeel schorklif/breuksteenbestorting";"99";"Percentage";NA;"%";"Structuur";"schorklifvorming/breuksteenbestorting";"zb"
"IV2014030315031995";"ZSCPQ188";"1330";"1330_da";"aanwezigheid kreken, oeverwallen en kommen";"1";"Ja/nee";NA;NA;"Structuur";"kreken, oeverwallen en kommen";"zb"
"IV2014030315031995";"ZSCPQ188";"1330";"1330_da";"aanwezigheid schorklifvorming";"1";"Ja/nee";NA;NA;"Structuur";"schorklifvorming";"zb"
"IV2014030315031995";"ZSCPQ188";"1330";"1330_da";"bedekking glycofyten brakwaterschor";"2";"Percentage";NA;"%";"Verstoring";"verzoeting";"zb"
"IV2014030315031995";"ZSCPQ188";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"overgang naar rbbmr";"zb"
"IV2014030315031995";"ZSCPQ188";"1330";"1330_da";"bedekking riet";"86";"Percentage";NA;"%";"Verstoring";"rietontwikkeling";"zb"
