HabCode;Criterium;Indicator;AnalyseVariabele;Voorwaarde;Soortengroep;Vegetatielaag;TypeSoortengroep;Eenheid;Drempelwaarde;Indicatortype;Drempelwaarde2;Meting;Combinatie;VersieLSVI
91E0_vm;verstoring;verruiging;verruiging_Waterpeper_Pitrus;bedekking verruiging sublijst 3;verruiging_Waterpeper_Pitrus;;inclusief;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vm;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;inclusief;%;4;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;inclusief;jaar;30;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;inclusief;aantal/ha;1;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;horizontale_structuur;groeiklasse7;groeiklasse 7 aanwezig;;;inclusief;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_vn;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;inclusief;aantal;3;positief;;structuurplot;OF;versie3
91E0_vn;vegetatie;sleutelsoorten_boomlaagEnStruiklaag;sleutelsoorten_boomlaag_grondvlakAandeel;grondvlak sleutelsoorten boom- en struiklaag;sleutelsoorten_boomlaag;;inclusief;%;70;positief;;structuurplot;;versie3
91E0_vn;habitatstructuur;verticale_structuur;talrijkeVegetatielagen;aantal vegetatielagen minimaal talrijk aanwezig;;;inclusief;aantal;3;positief;;structuurplot;;versie3
91E0_vn;verstoring;verruiging;verruiging_GewoneBraam_Rietgras_Liesgras;bedekking verruiging sublijst 1;verruiging_GewoneBraam;;inclusief;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;verruiging;verruiging_Brandnetel_Kleefkruid;bedekking verruiging sublijst 2;verruiging_GewoneVlier_Brandnetel_Hondsdraf_Kleefkruid;;inclusief;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;verruiging;verruiging;bedekking verruiging totaal;verruiging;;inclusief;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;invasieve_exoten;invasieve_exoten_boomEnStruiklaag;bedekking invasieve exoten boom- en struiklaag;invasieve_exoten_boomEnStruiklaag;boomEnStruiklaag;inclusief;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;invasieve_exoten;invasieve_exoten_kruidlaag;bedekking invasieve exoten kruidlaag;invasieve_exoten_kruidlaag;kruidlaag;inclusief;bedekking;1;negatief;;vegetatieplot;EN;versie3
91E0_va;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vm;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vn;verstoring;verruiging;verruiging_Waterpeper_Pitrus;bedekking verruiging sublijst 3;verruiging_Waterpeper_Pitrus;;inclusief;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vn;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;inclusief;%;4;positief;;structuurplot;;versie3
91E0_vo;habitatstructuur;bosconstante;bosconstantie;bosconstantie;;;inclusief;jaar;30;positief;;structuurplot;;versie3
91E0_vo;habitatstructuur;hoeveelheid_dikDoodHout;dikDoodHoutStaand_ha;aantal exemplaren dik dood hout per ha;;;inclusief;aantal/ha;1;positief;;structuurplot;;versie3
91E0_vo;habitatstructuur;horizontale_structuur;groeiklasse5_6_7;groeiklasse 5 6 of 7 aanwezig;;;inclusief;aan/afwezig;1;positief;;structuurplot;OF;versie3
91E0_vo;habitatstructuur;horizontale_structuur;groeiklassen;aantal groeiklassen aanwezig;;;inclusief;aantal;3;positief;;structuurplot;OF;versie3
91E0_vo;vegetatie;sleutelsoorten_boomlaagEnStruiklaag;sleutelsoorten_boomlaag_grondvlakAandeel;grondvlak sleutelsoorten boom- en struiklaag;sleutelsoorten_boomlaag;;inclusief;%;70;positief;;structuurplot;;versie3
91E0_vo;habitatstructuur;verticale_structuur;talrijkeVegetatielagen;aantal vegetatielagen minimaal talrijk aanwezig;;;inclusief;aantal;3;positief;;structuurplot;;versie3
91E0_vo;verstoring;verruiging;verruiging_GewoneBraam_Rietgras_Liesgras;bedekking verruiging sublijst 2;verruiging_GewoneBraam;;inclusief;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_GewoneVlier;;verruiging_GewoneVlier;;inclusief;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_BredeStekelvaren_Witbol;bedekking verruiging sublijst 3;verruiging_BredeStekelvaren_Witbol;;inclusief;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging;bedekking verruiging totaal;verruiging;;inclusief;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_GroteBrandnetel;;verruiging_GroteBrandnetel;;inclusief;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_Hondsdraf;;verruiging_Hondsdraf;;inclusief;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_IjleZegge;;verruiging_IjleZegge;;inclusief;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_Kleefkruid;;verruiging_Kleefkruid;;inclusief;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_Pijpenstrootje;bedekking verruiging sublijst 1;verruiging_Pijpenstrootje;;inclusief;bedekking;30;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;invasieve_exoten;invasieve_exoten_boomEnStruiklaag;bedekking invasieve exoten boom- en struiklaag;invasieve_exoten_boomEnStruiklaag;boomEnStruiklaag;inclusief;bedekking;10;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;invasieve_exoten;invasieve_exoten_kruidlaag;bedekking invasieve exoten kruidlaag;invasieve_exoten_kruidlaag;kruidlaag;inclusief;bedekking;1;negatief;;vegetatieplot;EN;versie3
91E0_vn;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vo;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_bedekking;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;15;positief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_Pitrus;;verruiging_Pitrus;;inclusief;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vo;verstoring;verruiging;verruiging_Waterpeper;;verruiging_Waterpeper;;inclusief;bedekking;0,5;negatief;;vegetatieplot;EN;versie3
91E0_vo;habitatstructuur;aandeel_doodHout;volumeAandeelDoodHout;aandeel dood hout;;;inclusief;%;4;positief;;structuurplot;;versie3
9110;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
9120;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
9130;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
9160;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
9190;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
91E0_sf;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
91E0_va;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
91E0_vm;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
91E0_vn;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
91E0_vo;vegetatie;sleutelsoorten_kruidlaag;sleutelsoorten_kruidlaag_aandeel;bedekking sleutelsoorten kruidlaag;sleutelsoorten_kruidlaag;kruidlaag;inclusief;bedekking;30;positief;;vegetatieplot;EN;versie3
