"";"CodeLocatie";"Waterloop";"X";"Y";"datum";"Meetnet";"ID";"Habitattype";"SGO";"SBZH";"IDToon";"Regio";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"Waarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"457";"TR274000.1";"KLEINE NETE";181695;208584;2007-08-06;"monitoringVMM_KRW";"TR274000.1_6/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"458";"TR274000.1";"KLEINE NETE";181695;208584;2007-08-06;"monitoringVMM_KRW";"TR274000.1_6/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"11.2 - 44.3";"Percentage";NA;"%";"berekend";100;FALSE;0,0740850735241723
"459";"TR274000.1";"KLEINE NETE";181695;208584;2007-08-06;"monitoringVMM_KRW";"TR274000.1_6/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"460";"TR274000.1";"KLEINE NETE";181695;208584;2007-08-06;"monitoringVMM_KRW";"TR274000.1_6/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"461";"TR274000.1";"KLEINE NETE";181695;208584;2007-08-06;"monitoringVMM_KRW";"TR274000.1_6/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"8.9 - 33.7";"Percentage";NA;"%";"berekend";100;FALSE;0,290236304166666
"462";"TR274000.1";"KLEINE NETE";181695;208584;2007-08-06;"monitoringVMM_KRW";"TR274000.1_6/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0 - 0.1";"Percentage";NA;"%";"berekend";100;FALSE;5e-04
"463";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"30.4 - 66.5";"Percentage";NA;"%";"berekend";100;TRUE;0,307944067429821
"464";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"465";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"466";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"13.4 - 50.2";"Percentage";NA;"%";"berekend";100;FALSE;-0,0261447400000002
"467";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0.2 - 4";"Percentage";NA;"%";"berekend";100;TRUE;0,792005
"468";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"469";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"30.4 - 66.5";"Percentage";NA;"%";"berekend";100;FALSE;-0,26348450399875
"470";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"471";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"472";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"13.4 - 50.2";"Percentage";NA;"%";"berekend";100;FALSE;-0,0261447400000002
"473";"TR274000.1";"KLEINE NETE";181695;208584;2010-07-08;"monitoringVMM_KRW";"TR274000.1_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.2 - 4";"Percentage";NA;"%";"berekend";100;FALSE;0,0207995
"474";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"49.6 - 88.1";"Percentage";NA;"%";"berekend";100;FALSE;0,0162642137035604
"475";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"476";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"477";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"28.9 - 64";"Percentage";NA;"%";"berekend";100;FALSE;-0,235096026785714
"478";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0.1 - 2.1";"Percentage";NA;"%";"berekend";100;TRUE;0,8901
"479";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"480";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"49.6 - 88.1";"Percentage";NA;"%";"berekend";100;FALSE;-0,555164357725011
"481";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"482";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"483";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"28.9 - 64";"Percentage";NA;"%";"berekend";100;FALSE;-0,235096026785714
"484";"TR274000.2";"KLEINE NETE";186872;209880;2013-07-18;"monitoringVMM_KRW";"TR274000.2_18/07/2013";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.1 - 2.1";"Percentage";NA;"%";"berekend";100;FALSE;0,01099
"485";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"10.1 - 31.5";"Percentage";NA;"%";"berekend";100;TRUE;0,702338080543232
"486";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"487";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";29;TRUE;0,0357142857142857
"488";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"7.2 - 33";"Percentage";NA;"%";"berekend";100;FALSE;0,330230821281666
"489";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0 - 0.2";"Percentage";NA;"%";"berekend";100;TRUE;0,990005
"490";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"491";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"10.1 - 31.5";"Percentage";NA;"%";"berekend";100;FALSE;0,305455521267542
"492";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"493";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"2";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"494";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"7.2 - 33";"Percentage";NA;"%";"berekend";100;FALSE;0,330230821281666
"495";"TR274000.2";"KLEINE NETE";186872;209880;2010-06-04;"monitoringVMM_KRW";"TR274000.2_4/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0 - 0.2";"Percentage";NA;"%";"berekend";100;FALSE;0,000999499999999987
"496";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"11.6 - 29.4";"Percentage";NA;"%";"berekend";100;TRUE;0,707181309786359
"497";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"498";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"499";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"14.3 - 57.9";"Percentage";NA;"%";"berekend";100;FALSE;-0,0865513392857144
"500";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"5 - 25";"Percentage";NA;"%";"berekend";100;FALSE;-0,0555555555555556
"501";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"502";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"11.6 - 29.4";"Percentage";NA;"%";"berekend";100;TRUE;0,316756389501504
"503";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"504";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"505";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"14.3 - 57.9";"Percentage";NA;"%";"berekend";100;FALSE;-0,0865513392857144
"506";"TR274000.2";"KLEINE NETE";186872;209880;2007-08-07;"monitoringVMM_KRW";"TR274000.2_7/08/2007";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"5 - 25";"Percentage";NA;"%";"berekend";100;FALSE;0,15
"507";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"49.1 - 85.9";"Percentage";NA;"%";"berekend";100;FALSE;0,0351972706260102
"508";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"verticale structuur";"B: 3 groeivormen";1;"b";291;"251";251;"aantal groeivormen";"3";">=";NA;"Geheel getal";NA;"3";"Geheel getal";NA;NA;"observatie";NA;TRUE;NA
"509";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Vegetatie";"sleutelsoorten";"B: >= 1 sleutelsoort is frequent tot (co)dominant aanwezig";1;"b";294;"432";432;"aantal sleutelsoorten frequent";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"510";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"eutrofiëring";"B: 10-30 %";1;"zb";1315;"722";722;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"25.4 - 54.8";"Percentage";NA;"%";"berekend";100;FALSE;-0,144130077925893
"511";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";290;"832";832;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"0.2 - 4";"Percentage";NA;"%";"berekend";100;TRUE;0,792005
"512";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"horizontale structuur";"grootste vegetatievlek > 10 m<U+00B2>";1;"zb";1294;"2093";2093;"grootste vegetatievlek in m²";"10";">=";"m²";"Decimaal getal";NA;NA;"Decimaal getal";NA;"m²";"berekend";NA;NA;NA
"513";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Structuur";"verticale structuur";"<= 30 % helofyten (uitgezonderd sleutelsoorten)";1;"zb";1291;"787";787;"bedekking helofyten";"30";"<=";"%";"Percentage";NA;"49.1 - 85.9";"Percentage";NA;"%";"berekend";100;FALSE;-0,536231300802561
"514";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";520;"aantal sleutelsoorten laag-abundant";"1";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;TRUE;0
"515";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Vegetatie";"sleutelsoorten";"minstens 1 sleutelsoort minstens laag-abundant aanwezig of minstens 2 sleutelsoorten frequent aanwezig";1;"b";1290;"520 OR 434";434;"aantal sleutelsoorten frequent";"2";">=";NA;"Geheel getal";NA;"1";"Geheel getal";NA;NA;"berekend";29;FALSE;-0,5
"516";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"eutrofiëring";"<= 30 %";1;"zb";1295;"725";725;"bedekking eutrofiëring";"30";"<=";"%";"Percentage";NA;"25.4 - 54.8";"Percentage";NA;"%";"berekend";100;FALSE;-0,144130077925893
"517";"TR274000.2";"KLEINE NETE";186872;209880;2010-07-08;"monitoringVMM_KRW";"TR274000.2_8/07/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 3";"3260";"Verstoring";"invasieve exoten";"afwezig";1;"zb";1287;"824";824;"bedekking invasieve exoten";"0";"=";"%";"Percentage";NA;"0.2 - 4";"Percentage";NA;"%";"berekend";100;FALSE;0,0207995
"518";"TR274000.3";"KLEINE NETE";190875;211820;2010-06-17;"monitoringVMM_KRW";"TR274000.3_17/06/2010";"3260";">50";"binnen_sa";NA;"Atl";"Versie 2.0";"3260";"Structuur";"helofyten";"B: 30-70 %";1;"zb";287;"783";783;"bedekking helofyten";"70";"<=";"%";"Percentage";NA;"33.9 - 75.4";"Percentage";NA;"%";"berekend";100;FALSE;0,218853409630962
