"Meetnet";"Periode";"ID";"IDPlots";"Habitattype";"Habitatsubtype";"Phab";"Versie";"SBZH";"Regio";"PlotWeight";"StratumWeight";"WeightComb";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"VBI";2;"VBI244018_2";"244018";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;5;10;2;50;0
"VBI";2;"VBI244053_2";"244053";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI244053_2";"244053";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;10;1;70;0
"VBI";2;"VBI245010_2";"245010";"91E0";"91E0_vn";100;"Versie 2.0";"Binnen";"Atlantic";1;124,157142857143;2,0775091881555;6;10;2;60;0
"VBI";2;"VBI245010_2";"245010";"91E0";"91E0_vn";100;"Versie 3";"Binnen";"Atlantic";1;124,157142857143;2,0775091881555;6;10;2;60;0
"VBI";2;"VBI245074_2";"245074";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";0,7;59,7625;0,7;6;10;3;60;0
"VBI";2;"VBI245074_2";"245074";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";0,7;59,7625;0,7;5;10;3;50;0
"VBI";2;"VBI245075_2";"245075";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI245075_2";"245075";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI245085_2";"245085";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;3;45,4545454545455;0
"VBI";2;"VBI245085_2";"245085";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;3;50;0
"VBI";2;"VBI245086_2";"245086";"9120";"9120";80;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI245086_2";"245086";"9120";"9120";80;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;2;50;0
"VBI";2;"VBI245100_2";"245100";"91E0";"91E0_va";100;"Versie 2.0";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;7;10;1;70;0
"VBI";2;"VBI245100_2";"245100";"91E0";"91E0_va";100;"Versie 3";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;8;10;1;80;0
"VBI";2;"VBI245122_2";"245122";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;0;70;1
"VBI";2;"VBI245122_2";"245122";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;9;10;0;90;1
"VBI";2;"VBI245123_2";"245123";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;8;10;1;80;0
"VBI";2;"VBI245123_2";"245123";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;8;10;1;80;0
"VBI";2;"VBI245133_2";"245133";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;6;10;1;60;0
"VBI";2;"VBI245133_2";"245133";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;7;10;1;70;0
"VBI";2;"VBI245147_2";"245147";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;1;70;0
"VBI";2;"VBI245147_2";"245147";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;7;10;2;70;0
"VBI";2;"VBI245148_2";"245148";"9160";"9160";70;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;6;10;1;60;0
"VBI";2;"VBI245148_2";"245148";"9160";"9160";70;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;5;10;2;50;0
"VBI";2;"VBI245159_2";"245159";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;9;10;0;90;1
"VBI";2;"VBI245159_2";"245159";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;10;10;0;100;1
"VBI";2;"VBI246009_2";"246009";"91E0";"91E0_vm";80;"Versie 2.0";"Buiten";"Atlantic";1;113,1;1,64381001816766;6;10;1;60;0
"VBI";2;"VBI246009_2";"246009";"91E0";"91E0_vm";80;"Versie 3";"Buiten";"Atlantic";1;113,1;1,64381001816766;7;10;1;70;0
"VBI";2;"VBI246058_2";"246058";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;7;10;2;70;0
"VBI";2;"VBI246058_2";"246058";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;6;10;2;60;0
"VBI";2;"VBI247004_2";"247004";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;6;11;1;54,5454545454545;0
"VBI";2;"VBI247004_2";"247004";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;6;10;1;60;0
"VBI";2;"VBI247080_2";"247080";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;1;45,4545454545455;0
"VBI";2;"VBI247080_2";"247080";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;1;50;0
"VBI";2;"VBI247109_2";"247109";"9190";"9190";85;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;6;11;1;54,5454545454545;0
"VBI";2;"VBI247109_2";"247109";"9190";"9190";85;"Versie 3";"Binnen";"Atlantic";1;57,19;1;7;10;1;70;0
"VBI";2;"VBI247112_2";"247112";"91E0";"91E0_va";100;"Versie 2.0";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;1;80;0
"VBI";2;"VBI247112_2";"247112";"91E0";"91E0_va";100;"Versie 3";"Binnen";"Atlantic";1;52,8133333333333;1;8;10;1;80;0
"VBI";2;"VBI247120_2";"247120";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;8;10;0;80;1
"VBI";2;"VBI247120_2";"247120";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;9;10;0;90;1
"VBI";2;"VBI247127_2";"247127";"91E0";"91E0_vm";70;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;6;10;0;60;1
"VBI";2;"VBI247127_2";"247127";"91E0";"91E0_vm";70;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;0;70;1
"VBI";2;"VBI247128_2";"247128";"9160";"9160";70;"Versie 2.0";"Binnen";"Atlantic";0,74;73,8259259259259;0,74;6;10;0;60;1
"VBI";2;"VBI247128_2";"247128";"9160";"9160";70;"Versie 3";"Binnen";"Atlantic";0,74;73,8259259259259;0,74;8;10;0;80;1
"VBI";2;"VBI247136_2";"247136";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;9;11;0;81,8181818181818;1
"VBI";2;"VBI247136_2";"247136";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;9;10;0;90;1
"VBI";2;"VBI247143_2";"247143";"9160";"9160";100;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;5;10;1;50;0
"VBI";2;"VBI247143_2";"247143";"9160";"9160";100;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;7;10;1;70;0
"VBI";2;"VBI247150_2";"247150";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;8;11;1;72,7272727272727;0
"VBI";2;"VBI247150_2";"247150";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI247158_2";"247158";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;9;11;1;81,8181818181818;0
"VBI";2;"VBI247158_2";"247158";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;8;10;1;80;0
"VBI";2;"VBI248108_2";"248108";"91E0";"91E0_vn";100;"Versie 2.0";"Binnen";"Atlantic";1;124,157142857143;2,0775091881555;3;10;2;30;0
"VBI";2;"VBI248108_2";"248108";"91E0";"91E0_vn";100;"Versie 3";"Binnen";"Atlantic";1;124,157142857143;2,0775091881555;4;10;1;40;0
"VBI";2;"VBI248113_2";"248113";"9160";"9160";70;"Versie 2.0";"Binnen";"Atlantic";1;73,8259259259259;1;5;10;1;50;0
"VBI";2;"VBI248113_2";"248113";"9160";"9160";70;"Versie 3";"Binnen";"Atlantic";1;73,8259259259259;1;5;10;2;50;0
"VBI";2;"VBI248132_2";"248132";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;11;2;36,3636363636364;0
"VBI";2;"VBI248132_2";"248132";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;10;2;40;0
"VBI";2;"VBI248135_2";"248135";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;8;10;1;80;0
"VBI";2;"VBI248135_2";"248135";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;8;10;1;80;0
"VBI";2;"VBI251027_2";"251027";"91E0";"91E0_vm";70;"Versie 2.0";"Buiten";"Atlantic";0,72;113,1;1,18354321308072;4;10;1;40;0
"VBI";2;"VBI251027_2";"251027";"91E0";"91E0_vm";70;"Versie 3";"Buiten";"Atlantic";0,72;113,1;1,18354321308072;6;10;1;60;0
"VBI";2;"VBI251112_2";"251112";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;4;10;2;40;0
"VBI";2;"VBI251112_2";"251112";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;5;10;2;50;0
"VBI";2;"VBI253145_2";"253145";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;2;54,5454545454545;0
"VBI";2;"VBI253145_2";"253145";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;2;50;0
"VBI";2;"VBI253146_2";"253146";"91E0";"91E0_vn";100;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;5;10;3;50;0
"VBI";2;"VBI253146_2";"253146";"91E0";"91E0_vn";100;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;5;10;3;50;0
"VBI";2;"VBI254066_2";"254066";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;11;2;63,6363636363636;0
"VBI";2;"VBI254066_2";"254066";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;6;10;3;60;0
"VBI";2;"VBI254068_2";"254068";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;1;70;0
"VBI";2;"VBI254068_2";"254068";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;1;70;0
"VBI";2;"VBI254103_2";"254103";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,92;61,3330985915493;0,92;8;11;1;72,7272727272727;0
"VBI";2;"VBI254103_2";"254103";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,92;61,3330985915493;0,92;8;10;1;80;0
"VBI";2;"VBI254110_2";"254110";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;5;11;2;45,4545454545455;0
"VBI";2;"VBI254110_2";"254110";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;6;10;2;60;0
"VBI";2;"VBI254125_2";"254125";"91E0";"91E0_vm";100;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;8;10;0;80;1
"VBI";2;"VBI254125_2";"254125";"91E0";"91E0_vm";100;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;9;10;0;90;1
"VBI";2;"VBI255017_2";"255017";"91E0";"91E0_vm";100;"Versie 2.0";"Buiten";"Atlantic";1;113,1;1,64381001816766;8;10;1;80;0
"VBI";2;"VBI255017_2";"255017";"91E0";"91E0_vm";100;"Versie 3";"Buiten";"Atlantic";1;113,1;1,64381001816766;9;10;1;90;0
"VBI";2;"VBI255063_2";"255063";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;5;11;2;45,4545454545455;0
"VBI";2;"VBI255063_2";"255063";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;5;10;2;50;0
"VBI";2;"VBI255068_2";"255068";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;2;54,5454545454545;0
"VBI";2;"VBI255068_2";"255068";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;2;60;0
"VBI";2;"VBI255105_2";"255105";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373;8;11;2;72,7272727272727;0
"VBI";2;"VBI255105_2";"255105";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,78;66,6438016528926;0,847538547423373;7;10;2;70;0
"VBI";2;"VBI255107_2";"255107";"9160";"9160";70;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;7;10;2;70;0
"VBI";2;"VBI255107_2";"255107";"9160";"9160";70;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;7;10;2;70;0
"VBI";2;"VBI255123_2";"255123";"91E0";"91E0_va";60;"Versie 2.0";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;4;10;1;40;0
"VBI";2;"VBI255123_2";"255123";"91E0";"91E0_va";60;"Versie 3";"Buiten";"Atlantic";1;106,804761904762;2,02230677678797;6;10;1;60;0
"VBI";2;"VBI255148_2";"255148";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;11;1;54,5454545454545;0
"VBI";2;"VBI255148_2";"255148";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;6;10;1;60;0
"VBI";2;"VBI256047_2";"256047";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";0,61;75,7607142857143;0,808078959858117;8;11;1;72,7272727272727;0
"VBI";2;"VBI256047_2";"256047";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";0,61;75,7607142857143;0,808078959858117;9;10;1;90;0
"VBI";2;"VBI256110_2";"256110";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;7;11;1;63,6363636363636;0
"VBI";2;"VBI256110_2";"256110";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;10;1;80;0
"VBI";2;"VBI257003_2";"257003";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;7;11;2;63,6363636363636;0
"VBI";2;"VBI257003_2";"257003";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;57,19;1;8;10;1;80;0
"VBI";2;"VBI257011_2";"257011";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;11;1;63,6363636363636;0
"VBI";2;"VBI257011_2";"257011";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;10;1;70;0
"VBI";2;"VBI257027_2";"257027";"91E0";"91E0_vm";70;"Versie 2.0";"Buiten";"Atlantic";1;113,1;1,64381001816766;4;10;2;40;0
"VBI";2;"VBI257027_2";"257027";"91E0";"91E0_vm";70;"Versie 3";"Buiten";"Atlantic";1;113,1;1,64381001816766;4;10;3;40;0
"VBI";2;"VBI257106_2";"257106";"9160";"9160";100;"Versie 2.0";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;6;10;1;60;0
"VBI";2;"VBI257106_2";"257106";"9160";"9160";100;"Versie 3";"Buiten";"Atlantic";1;76,021052631579;1,02973381881936;8;10;1;80;0
"VBI";2;"VBI258029_2";"258029";"91E0";"91E0_vo";100;"Versie 2.0";"Buiten";"Atlantic";0,95;56,4333333333333;1,93311298076923;5;10;2;50;0
"VBI";2;"VBI258029_2";"258029";"91E0";"91E0_vo";100;"Versie 3";"Buiten";"Atlantic";0,95;56,4333333333333;1,93311298076923;6;10;3;60;0
"VBI";2;"VBI258040_2";"258040";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";0,96;27,7333333333333;0,96;4;10;3;40;0
"VBI";2;"VBI258040_2";"258040";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";0,96;27,7333333333333;0,96;7;10;2;70;0
"VBI";2;"VBI258049_2";"258049";"91E0";"91E0_vn";70;"Versie 2.0";"Buiten";"Atlantic";1;59,7625;1;6;10;2;60;0
"VBI";2;"VBI258049_2";"258049";"91E0";"91E0_vn";70;"Versie 3";"Buiten";"Atlantic";1;59,7625;1;6;10;2;60;0
"VBI";2;"VBI258061_2";"258061";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;11;2;45,4545454545455;0
"VBI";2;"VBI258061_2";"258061";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;10;2;40;0
"VBI";2;"VBI258071_2";"258071";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,67;66,6438016528926;0,728013880479051;4;11;2;36,3636363636364;0
"VBI";2;"VBI258071_2";"258071";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,67;66,6438016528926;0,728013880479051;3;10;3;30;0
"VBI";2;"VBI258076_2";"258076";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;6;11;1;54,5454545454545;0
"VBI";2;"VBI258076_2";"258076";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;6;10;1;60;0
"VBI";2;"VBI261075_2";"261075";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;6;11;2;54,5454545454545;0
"VBI";2;"VBI261075_2";"261075";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;57,19;1;7;10;2;70;0
"VBI";2;"VBI261108_2";"261108";"9190";"9190";50;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;5;11;2;45,4545454545455;0
"VBI";2;"VBI261108_2";"261108";"9190";"9190";50;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;10;2;70;0
"VBI";2;"VBI261126_2";"261126";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;7;11;2;63,6363636363636;0
"VBI";2;"VBI261126_2";"261126";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";1;57,19;1;7;10;2;70;0
"VBI";2;"VBI261144_2";"261144";"91E0";"91E0_vo";100;"Versie 2.0";"Binnen";"Atlantic";0,99;27,7333333333333;0,99;7;10;1;70;0
"VBI";2;"VBI261144_2";"261144";"91E0";"91E0_vo";100;"Versie 3";"Binnen";"Atlantic";0,99;27,7333333333333;0,99;8;10;2;80;0
"VBI";2;"VBI26148_2";"26148";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";0,9;66,6438016528926;0,977929093180815;4;11;2;36,3636363636364;0
"VBI";2;"VBI26148_2";"26148";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";0,9;66,6438016528926;0,977929093180815;4;10;2;40;0
"VBI";2;"VBI262049_2";"262049";"9190";"9190";70;"Versie 2.0";"Binnen";"Atlantic";1;57,19;1;5;11;2;45,4545454545455;0
"VBI";2;"VBI262049_2";"262049";"9190";"9190";70;"Versie 3";"Binnen";"Atlantic";1;57,19;1;7;10;2;70;0
"VBI";2;"VBI262083_2";"262083";"91E0";"91E0_vm";60;"Versie 2.0";"Binnen";"Atlantic";0,93;68,8035714285714;0,93;7;10;1;70;0
"VBI";2;"VBI262083_2";"262083";"91E0";"91E0_vm";60;"Versie 3";"Binnen";"Atlantic";0,93;68,8035714285714;0,93;9;10;1;90;0
"VBI";2;"VBI263017_2";"263017";"91E0";"91E0_vm";80;"Versie 2.0";"Binnen";"Atlantic";1;68,8035714285714;1;7;10;1;70;0
"VBI";2;"VBI263017_2";"263017";"91E0";"91E0_vm";80;"Versie 3";"Binnen";"Atlantic";1;68,8035714285714;1;8;10;1;80;0
"VBI";2;"VBI263020_2";"263020";"9190";"9190";100;"Versie 2.0";"Binnen";"Atlantic";0,74;57,19;0,74;4;11;2;36,3636363636364;0
"VBI";2;"VBI263020_2";"263020";"9190";"9190";100;"Versie 3";"Binnen";"Atlantic";0,74;57,19;0,74;4;10;3;40;0
"VBI";2;"VBI265006_2";"265006";"91E0";"91E0_vo";100;"Versie 2.0";"Buiten";"Atlantic";0,78;56,4333333333333;1,5871875;4;10;1;40;0
"VBI";2;"VBI265006_2";"265006";"91E0";"91E0_vo";100;"Versie 3";"Buiten";"Atlantic";0,78;56,4333333333333;1,5871875;4;10;2;40;0
"VBI";2;"VBI266002_2";"266002";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;7;11;1;63,6363636363636;0
"VBI";2;"VBI266002_2";"266002";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";1;75,7607142857143;1,32471960632478;6;10;1;60;0
"VBI";2;"VBI266010_2";"266010";"9190";"9190";100;"Versie 2.0";"Buiten";"Atlantic";0,77;75,7607142857143;1,02003409687008;5;11;2;45,4545454545455;0
"VBI";2;"VBI266010_2";"266010";"9190";"9190";100;"Versie 3";"Buiten";"Atlantic";0,77;75,7607142857143;1,02003409687008;6;10;2;60;0
"VBI";2;"VBI266112_2";"266112";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI266112_2";"266112";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI266133_2";"266133";"91E0";"91E0_vo";60;"Versie 2.0";"Binnen";"Atlantic";1;27,7333333333333;1;7;10;1;70;0
"VBI";2;"VBI266133_2";"266133";"91E0";"91E0_vo";60;"Versie 3";"Binnen";"Atlantic";1;27,7333333333333;1;9;10;1;90;0
"VBI";2;"VBI274006_2";"274006";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;6;11;2;54,5454545454545;0
"VBI";2;"VBI274006_2";"274006";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;6;10;2;60;0
"VBI";2;"VBI274116_2";"274116";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1,18965517241379;1;5;10;1;50;0
"VBI";2;"VBI274116_2";"274116";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1,18965517241379;1;5;10;2;50;0
"VBI";2;"VBI282096_2";"282096";"9120";"9120";70;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;4;11;2;36,3636363636364;0
"VBI";2;"VBI282096_2";"282096";"9120";"9120";70;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;5;10;2;50;0
"VBI";2;"VBI282112_2";"282112";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI282112_2";"282112";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;7;10;1;70;0
"VBI";2;"VBI282143_2";"282143";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1,18965517241379;1;5;10;1;50;0
"VBI";2;"VBI282143_2";"282143";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1,18965517241379;1;7;10;1;70;0
"VBI";2;"VBI282150_2";"282150";"9120";"9120";100;"Versie 2.0";"Binnen";"Atlantic";0,52;61,3330985915493;0,52;7;11;1;63,6363636363636;0
"VBI";2;"VBI282150_2";"282150";"9120";"9120";100;"Versie 3";"Binnen";"Atlantic";0,52;61,3330985915493;0,52;6;10;1;60;0
"VBI";2;"VBI282151_2";"282151";"9120";"9120";70;"Versie 2.0";"Binnen";"Atlantic";1;61,3330985915493;1;7;11;1;63,6363636363636;0
"VBI";2;"VBI282151_2";"282151";"9120";"9120";70;"Versie 3";"Binnen";"Atlantic";1;61,3330985915493;1;8;10;1;80;0
"VBI";2;"VBI285027_2";"285027";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1,18965517241379;1;5;10;1;50;0
"VBI";2;"VBI285027_2";"285027";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1,18965517241379;1;7;10;1;70;0
"VBI";2;"VBI285062_2";"285062";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";0,74;1,18965517241379;0,74;5;10;1;50;0
"VBI";2;"VBI285062_2";"285062";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";0,74;1,18965517241379;0,74;6;10;2;60;0
"VBI";2;"VBI293064_2";"293064";"9120";"9120";100;"Versie 2.0";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;9;11;1;81,8181818181818;0
"VBI";2;"VBI293064_2";"293064";"9120";"9120";100;"Versie 3";"Buiten";"Atlantic";1;66,6438016528926;1,08658788131202;8;10;1;80;0
"VBI";2;"VBI293128_2";"293128";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1,18965517241379;1;5;10;1;50;0
"VBI";2;"VBI293128_2";"293128";"9130";"9130";100;"Versie 3";"Binnen";"Atlantic";1;1,18965517241379;1;8;10;0;80;1
"VBI";2;"VBI296073_2";"296073";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;5;10;1;50;0
"VBI";2;"VBI296073_2";"296073";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";1;12,5555555555556;10,5539452495974;7;10;1;70;0
"VBI";2;"VBI296124_2";"296124";"9130";"9130";100;"Versie 2.0";"Buiten";"Atlantic";0,52;12,5555555555556;5,48805152979066;5;10;2;50;0
"VBI";2;"VBI296124_2";"296124";"9130";"9130";100;"Versie 3";"Buiten";"Atlantic";0,52;12,5555555555556;5,48805152979066;6;10;3;60;0
"VBI";2;"VBI297095_2";"297095";"9130";"9130";60;"Versie 2.0";"Binnen";"Atlantic";1;1,18965517241379;1;8;10;0;80;1
"VBI";2;"VBI297095_2";"297095";"9130";"9130";60;"Versie 3";"Binnen";"Atlantic";1;1,18965517241379;1;9;10;0;90;1
"VBI";2;"VBI297096_2";"297096";"91E0";"91E0_vc";100;"Versie 2.0";"Binnen";"Atlantic";1;13,4866666666667;1;5;9;1;55,5555555555556;0
"VBI";2;"VBI297096_2";"297096";"91E0";"91E0_vc";100;"Versie 3";"Binnen";"Atlantic";1;13,4866666666667;1;6;10;2;60;0
"VBI";2;"VBI297103_2";"297103";"9130";"9130";100;"Versie 2.0";"Binnen";"Atlantic";1;1,18965517241379;1;7;10;0;70;1
