"IDPlots";"Habitattype";"X_coord";"Y_coord";"SBZH";"Regio";"HabCode";"ID";"Date";"Jaar";"PlotWeight";"StratumWeight";"WeightComb"
"ZSCPQ247";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121215485360";"2016-10-12";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ248";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070910395841";"2012-10-08";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ248";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011317063744";"2013-10-14";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ248";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121215031282";"2016-10-10";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ253";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070910520513";"2012-10-08";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ253";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011510153321";"2013-10-14";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ253";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121215515500";"2016-10-12";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ254";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070910553571";"2012-10-08";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ254";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011510173858";"2013-10-14";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ254";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121215582563";"2016-10-12";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ256";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070911053536";"2012-10-08";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ256";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011510205166";"2013-10-14";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ256";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121216204483";"2016-10-12";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ258";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070911110327";"2012-10-08";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ258";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011510244883";"2013-10-14";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ258";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121216304442";"2016-10-12";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ273";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070911181376";"2012-10-10";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ273";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013112714354557";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ273";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121216420845";"2016-10-12";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ274";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070514353929";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ274";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013112714384332";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ274";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121216472444";"2016-10-12";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ275";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070514565804";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ275";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013112714403448";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ275";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121311092263";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ276";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070515045697";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ276";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013112714513426";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ276";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121311132055";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ277";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070515115854";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ277";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013112714553235";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ277";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121311161785";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ278";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070515292304";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ278";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013112714593329";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ278";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121311063584";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ279";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070515363839";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ279";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013112715024820";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ279";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121311022634";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ281";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070515451409";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ281";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011314391446";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ281";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121310554931";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ282";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070515513858";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ282";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011314452030";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ282";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121310504390";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ283";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070515583172";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ283";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011314475087";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ283";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121310230621";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ284";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070516010967";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ284";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011314530019";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ284";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121310255731";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ285";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013070516102904";"2012-09-25";2012;1;1,63283582089552;1,63283582089552
"ZSCPQ285";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2014011315021084";"2013-10-04";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ285";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2016121310284262";"2016-10-13";2016;1;1,63283582089552;1,63283582089552
"ZSCPQ303";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013101411571056";"2013-10-07";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ306";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013101412215753";"2013-10-07";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ307";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013101412250708";"2013-10-07";2013;1;1,63283582089552;1,63283582089552
"ZSCPQ314";"1330_da";NA;NA;"Binnen";"Atlantic";"1330_da";"IV2013101412450936";"2013-10-07";2013;1;1,63283582089552;1,63283582089552
