"";"ID";"Habitattype";"RecordingGivid";"UserReference";"LocationCode";"Observer";"VagueDateBegin";"Kolom1";"Betrouwbaarheid";"Waterpeil";"Regio";"SBZH";"ID_Plas";"OppKl";"Oppervlakte_plas";"Versie";"Habitattype.y";"Criterium";"Indicator";"Beoordeling";"Kwaliteitsniveau";"Belang";"BeoordelingID";"Combinatie";"VoorwaardeID";"Voorwaarde";"Referentiewaarde";"Operator";"EenheidRefwaarde";"TypeRefwaarde";"InvoertypeRevwaarde";"TypeWaarde";"InvoertypeWaarde";"EenheidWaarde";"Waarde";"AfkomstWaarde";"TheoretischMaximum";"Status_voorwaarde";"Verschilscore"
"1031";"LI_BOK_002_3130n_18";"3130_na";"IV2018101612410860";"LI_BOK_002_3130n_18";"LI_BOK_002";"Vincent Smeekens";"2018-10-01";"LI_BOK_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20099";"1 ha < Opp <= 5 ha";35800,909416;"Versie 2.0";"3130";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";255;"2105";2105;"grootste vegetatievlek in m²";"1";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"5";"observatie";NA;TRUE;NA
"1032";"LI_BOK_002_3130n_18";"3130_na";"IV2018101612410860";"LI_BOK_002_3130n_18";"LI_BOK_002";"Vincent Smeekens";"2018-10-01";"LI_BOK_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20099";"1 ha < Opp <= 5 ha";35800,909416;"Versie 2.0";"3130";"Structuur";"verticale structuur";"B: < 30 % van de oever begroeid met opgaande vegetatie";1;"zb";258;"1";1;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"10";"observatie";100;TRUE;0,666666666666667
"1033";"LI_BOK_002_3130n_18";"3130_na";"IV2018101612410860";"LI_BOK_002_3130n_18";"LI_BOK_002";"Vincent Smeekens";"2018-10-01";"LI_BOK_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20099";"1 ha < Opp <= 5 ha";35800,909416;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Borstelbies, glaskroos en Naaldwaterbies) minstens frequent aanwezig";1;"b";254;"417";417;"aantal sleutelsoorten excl";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"1034";"LI_BOK_002_3130n_18";"3130_na";"IV2018101612410860";"LI_BOK_002_3130n_18";"LI_BOK_002";"Vincent Smeekens";"2018-10-01";"LI_BOK_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20099";"1 ha < Opp <= 5 ha";35800,909416;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1307;"754";754;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"10";"observatie";100;FALSE;0
"1035";"LI_BOK_002_3130n_18";"3130_na";"IV2018101612410860";"LI_BOK_002_3130n_18";"LI_BOK_002";"Vincent Smeekens";"2018-10-01";"LI_BOK_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20099";"1 ha < Opp <= 5 ha";35800,909416;"Versie 2.0";"3130";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";250;"817";817;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1036";"LI_BOK_002_3130n_18";"3130_na";"IV2018101612410860";"LI_BOK_002_3130n_18";"LI_BOK_002";"Vincent Smeekens";"2018-10-01";"LI_BOK_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20099";"1 ha < Opp <= 5 ha";35800,909416;"Versie 2.0";"3130";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";251;"1490";1490;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"1037";"LI_BOK_002_3130n_18";"3130_na";"IV2018101612410860";"LI_BOK_002_3130n_18";"LI_BOK_002";"Vincent Smeekens";"2018-10-01";"LI_BOK_002";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20099";"1 ha < Opp <= 5 ha";35800,909416;"Versie 2.0";"3130";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";259;"1835";1835;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"1038";"LI_BOK_003_3130n_18";"3130_na";"IV2018101612451289";"LI_BOK_003_3130n_18";"LI_BOK_003";"Vincent Smeekens";"2018-09-18";"LI_BOK_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18844";"1 ha < Opp <= 5 ha";22321,763317;"Versie 2.0";"3130";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";255;"2105";2105;"grootste vegetatievlek in m²";"1";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"1039";"LI_BOK_003_3130n_18";"3130_na";"IV2018101612451289";"LI_BOK_003_3130n_18";"LI_BOK_003";"Vincent Smeekens";"2018-09-18";"LI_BOK_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18844";"1 ha < Opp <= 5 ha";22321,763317;"Versie 2.0";"3130";"Structuur";"verticale structuur";"B: < 30 % van de oever begroeid met opgaande vegetatie";1;"zb";258;"1";1;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"3";"observatie";100;TRUE;0,9
"1040";"LI_BOK_003_3130n_18";"3130_na";"IV2018101612451289";"LI_BOK_003_3130n_18";"LI_BOK_003";"Vincent Smeekens";"2018-09-18";"LI_BOK_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18844";"1 ha < Opp <= 5 ha";22321,763317;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Borstelbies, glaskroos en Naaldwaterbies) minstens frequent aanwezig";1;"b";254;"417";417;"aantal sleutelsoorten excl";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"1041";"LI_BOK_003_3130n_18";"3130_na";"IV2018101612451289";"LI_BOK_003_3130n_18";"LI_BOK_003";"Vincent Smeekens";"2018-09-18";"LI_BOK_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18844";"1 ha < Opp <= 5 ha";22321,763317;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1307;"754";754;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"1042";"LI_BOK_003_3130n_18";"3130_na";"IV2018101612451289";"LI_BOK_003_3130n_18";"LI_BOK_003";"Vincent Smeekens";"2018-09-18";"LI_BOK_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18844";"1 ha < Opp <= 5 ha";22321,763317;"Versie 2.0";"3130";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";250;"817";817;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1043";"LI_BOK_003_3130n_18";"3130_na";"IV2018101612451289";"LI_BOK_003_3130n_18";"LI_BOK_003";"Vincent Smeekens";"2018-09-18";"LI_BOK_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18844";"1 ha < Opp <= 5 ha";22321,763317;"Versie 2.0";"3130";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";251;"1490";1490;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1044";"LI_BOK_003_3130n_18";"3130_na";"IV2018101612451289";"LI_BOK_003_3130n_18";"LI_BOK_003";"Vincent Smeekens";"2018-09-18";"LI_BOK_003";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"18844";"1 ha < Opp <= 5 ha";22321,763317;"Versie 2.0";"3130";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";259;"1835";1835;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1045";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";235;"2399 OR 2385";2399;"voor ondiepe plassen: Secchi-diepte in m";"1.5";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"1";"observatie";NA;FALSE;NA
"1046";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";235;"2399 OR 2385";2385;"voor diepe plassen : Secchi-diepte in m";"3.2";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"0";"observatie";NA;FALSE;NA
"1047";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";239;"2094";2094;"grootste vegetatievlek in m²";"1";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"1048";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Structuur";"oeverzone ZW-zijde";"B: < 2 maal de hoogte van de bomen";1;"b";238;"1856";1856;"bomen tot op de oever";"0";"=";NA;"Ja/nee";NA;"Ja/nee";NA;NA;"0";"observatie";NA;TRUE;NA
"1049";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Moerashertshooi en Vlottende bies) minstens frequent aanwezig";1;"b";247;"415";415;"aantal sleutelsoorten ex vl bies moerashertshooi";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"1";"berekend";13;TRUE;0
"1050";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1306;"751";751;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"1051";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";243;"871";871;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1052";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";242;"1492";1492;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"1053";"LI_BOK_004_3130a_16";"3130_aom";"IV2017072509005921";"LI_BOK_004_3130a_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";246;"1843";1843;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,966666666666667
"1054";"LI_BOK_004_3130n_16";"3130_na";"IV2017072508474428";"LI_BOK_004_3130n_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";255;"2105";2105;"grootste vegetatievlek in m²";"1";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"15";"observatie";NA;TRUE;NA
"1055";"LI_BOK_004_3130n_16";"3130_na";"IV2017072508474428";"LI_BOK_004_3130n_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Structuur";"verticale structuur";"B: < 30 % van de oever begroeid met opgaande vegetatie";1;"zb";258;"1";1;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,966666666666667
"1056";"LI_BOK_004_3130n_16";"3130_na";"IV2017072508474428";"LI_BOK_004_3130n_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Borstelbies, glaskroos en Naaldwaterbies) minstens frequent aanwezig";1;"b";254;"417";417;"aantal sleutelsoorten excl";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"1057";"LI_BOK_004_3130n_16";"3130_na";"IV2017072508474428";"LI_BOK_004_3130n_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1307;"754";754;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,95
"1058";"LI_BOK_004_3130n_16";"3130_na";"IV2017072508474428";"LI_BOK_004_3130n_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";250;"817";817;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1059";"LI_BOK_004_3130n_16";"3130_na";"IV2017072508474428";"LI_BOK_004_3130n_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";251;"1490";1490;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"1060";"LI_BOK_004_3130n_16";"3130_na";"IV2017072508474428";"LI_BOK_004_3130n_16";"LI_BOK_004";"Vincent Smeekens, Jo P, An L, Kevin S";"2016-09-16";"LI_BOK_004";"hoog";"Normaal";"Atlantisch";"binnen";"18864";"1 ha < Opp <= 5 ha";24757,82822;"Versie 2.0";"3130";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";259;"1835";1835;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"1";"observatie";100;TRUE;0,966666666666667
"1061";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";235;"2399 OR 2385";2399;"voor ondiepe plassen: Secchi-diepte in m";"1.5";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"4";"observatie";NA;TRUE;NA
"1062";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";235;"2399 OR 2385";2385;"voor diepe plassen : Secchi-diepte in m";"3.2";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"0";"observatie";NA;FALSE;NA
"1063";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";239;"2094";2094;"grootste vegetatievlek in m²";"1";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"5";"observatie";NA;TRUE;NA
"1064";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Structuur";"oeverzone ZW-zijde";"B: < 2 maal de hoogte van de bomen";1;"b";238;"1856";1856;"bomen tot op de oever";"0";"=";NA;"Ja/nee";NA;"Ja/nee";NA;NA;"1";"observatie";NA;FALSE;NA
"1065";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Moerashertshooi en Vlottende bies) minstens frequent aanwezig";1;"b";247;"415";415;"aantal sleutelsoorten ex vl bies moerashertshooi";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"1";"berekend";13;TRUE;0
"1066";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1306;"751";751;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"5";"observatie";100;TRUE;0,5
"1067";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";243;"871";871;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1068";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";242;"1492";1492;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1069";"LI_BOK_006_3130a_16";"3130_aom";"IV2018082108175259";"LI_BOK_006_3130a_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";246;"1843";1843;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"1070";"LI_BOK_006_3130n_16";"3130_na";"IV2018082107552331";"LI_BOK_006_3130n_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Structuur";"horizontale structuur";"B: vegetatievlek 1 - 10 m<U+00B2>";1;"zb";255;"2105";2105;"grootste vegetatievlek in m²";"1";">=";"m²";"Decimaal getal";NA;"Decimaal getal";NA;"m²";"0.5";"observatie";NA;FALSE;NA
"1071";"LI_BOK_006_3130n_16";"3130_na";"IV2018082107552331";"LI_BOK_006_3130n_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Structuur";"verticale structuur";"B: < 30 % van de oever begroeid met opgaande vegetatie";1;"zb";258;"1";1;"% begroeid met opgaande vegetatie";"30";"<";"%";"Percentage";NA;"Percentage";NA;"%";"30";"observatie";100;FALSE;0
"1072";"LI_BOK_006_3130n_16";"3130_na";"IV2018082107552331";"LI_BOK_006_3130n_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Vegetatie";"sleutelsoorten";"B: 1 of 2 sleutelsoorten (uitgezonderd Borstelbies, glaskroos en Naaldwaterbies) minstens frequent aanwezig";1;"b";254;"417";417;"aantal sleutelsoorten excl";"1";">=";NA;"Geheel getal";NA;"Geheel getal";NA;NA;"0";"berekend";10;FALSE;-1
"1073";"LI_BOK_006_3130n_16";"3130_na";"IV2018082107552331";"LI_BOK_006_3130n_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"eutrofiëring";"B: 5 - <10 %";1;"zb";1307;"754";754;"bedekking eutrofiëring";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"5";"observatie";100;TRUE;0,5
"1074";"LI_BOK_006_3130n_16";"3130_na";"IV2018082107552331";"LI_BOK_006_3130n_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"invasieve exoten";"B: < 10 %";1;"zb";250;"817";817;"bedekking invasieve exoten";"10";"<";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1075";"LI_BOK_006_3130n_16";"3130_na";"IV2018082107552331";"LI_BOK_006_3130n_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"vergrassing";"B: 10-30 %";1;"zb";251;"1490";1490;"bedekking vergrassing";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0";"observatie";100;TRUE;1
"1076";"LI_BOK_006_3130n_16";"3130_na";"IV2018082107552331";"LI_BOK_006_3130n_16";"LI_BOK_006";"An Leyssen";"2016-09-13";"LI_BOK_006";"hoog";"Uitzonderlijk laag";"Atlantisch";"binnen";"20200";"Opp <= 1 ha";6854,46545;"Versie 2.0";"3130";"Verstoring";"verzuring";"B: 10-30 %";1;"zb";259;"1835";1835;"bedekking verzuring";"30";"<=";"%";"Percentage";NA;"Percentage";NA;"%";"0.5";"observatie";100;TRUE;0,983333333333333
"1077";"LI_BOK_007_3130a_17";"3130_aom";"IV2017121312021093";"LI_BOK_007_3130a_17";"LI_BOK_007";"An Leyssen";"2016-09-20";"LI_BOK_007";"hoog";"Normaal";"Atlantisch";"binnen";"BL_75059";"1 ha < Opp <= 5 ha";25272,535984;"Versie 2.0";"3130";"Structuur";"doorzicht";"B: voor ondiepe plassen (1): Secchi-diepte >= 1,5 m
voor diepe plassen (2): Secchi-diepte >= 3,2 m";1;"b";235;"2399 OR 2385";2399;"voor ondiepe plassen: Secchi-diepte in m";"1.5";">=";"m";"Decimaal getal";NA;"Decimaal getal";NA;NA;"4";"observatie";NA;TRUE;NA
