"ID";"Habitattype";"Habitatsubtype";"Versie";"OppKl";"Oppervlakte_plas";"SBZH";"Regio";"nGunstig";"nIndicatoren";"n_zb_Ongunstig";"AandeelGunstig";"Status_habitatvlek"
"LI_MLV_016_3130a_17";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";26730,302193;"binnen";"Atlantisch";4;8;2;50;0
"LI_MLV_016_3130a_17";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";26730,302193;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_MLV_016_3130n_17";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";26730,302193;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"LI_MLV_016_3130n_17";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";26730,302193;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_MLV_016_3140_17";"3140";"3140";"Versie 2.0";"1 ha < Opp <= 5 ha";26730,302193;"binnen";"Atlantisch";4;5;1;80;0
"LI_MLV_016_3140_17";"3140";"3140";"Versie 3";"1 ha < Opp <= 5 ha";26730,302193;"binnen";"Atlantisch";1;5;4;20;0
"LI_MLV_026_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";6589,860851;"binnen";"Atlantisch";7;8;0;87,5;1
"LI_MLV_026_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";6589,860851;"binnen";"Atlantisch";3;6;2;50;0
"LI_MLV_026_3130n_16";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";6589,860851;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MLV_026_3130n_16";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";6589,860851;"binnen";"Atlantisch";3;6;2;50;0
"LI_MOB_001_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";14332,019806;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MOB_001_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";14332,019806;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_MOB_001_3150_18";"3150";"3150";"Versie 2.0";"1 ha < Opp <= 5 ha";14332,019806;"binnen";"Atlantisch";2;5;1;40;0
"LI_MOB_001_3150_18";"3150";"3150";"Versie 3";"1 ha < Opp <= 5 ha";14332,019806;"binnen";"Atlantisch";3;5;1;60;0
"LI_MUN_002_3130n_17";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";4087,557808;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_MUN_002_3130n_17";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";4087,557808;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_OPH_005_3160_16";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";4847,098099;"binnen";"Atlantisch";5;6;1;83,3333333333333;0
"LI_OPH_005_3160_16";"3160";"3160";"Versie 3";"Opp <= 1 ha";4847,098099;"binnen";"Atlantisch";3;5;2;60;0
"LI_OPH_006_3160_16";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";21733,120079;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_OPH_006_3160_16";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";21733,120079;"binnen";"Atlantisch";2;5;2;40;0
"LI_PIJ_001_3160_16";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";8685,361149;"buiten";"Atlantisch";4;6;1;66,6666666666667;0
"LI_PIJ_001_3160_16";"3160";"3160";"Versie 3";"Opp <= 1 ha";8685,361149;"buiten";"Atlantisch";2;5;2;40;0
"LI_PIJ_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";2375,23172;"binnen";"Atlantisch";6;8;1;75;0
"LI_PIJ_002_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";2375,23172;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_PIJ_002_3160_17";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";2375,23172;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_PIJ_002_3160_17";"3160";"3160";"Versie 3";"Opp <= 1 ha";2375,23172;"binnen";"Atlantisch";2;5;2;40;0
"LI_SBB_004_3130n_16";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";16082,179787;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"LI_SBB_004_3130n_16";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";16082,179787;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_SBB_005_3130a_16";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";18796,72913;"binnen";"Atlantisch";4;8;2;50;0
"LI_SBB_005_3130a_16";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";18796,72913;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_SBB_005_3160_16";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";18796,72913;"binnen";"Atlantisch";3;6;2;50;0
"LI_SBB_005_3160_16";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";18796,72913;"binnen";"Atlantisch";2;5;2;40;0
"LI_SCH_001_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";18629,485432;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"LI_SCH_001_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";18629,485432;"binnen";"Atlantisch";3;6;2;50;0
"LI_SLU_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";12130,268929;"binnen";"Atlantisch";8;8;0;100;1
"LI_SLU_001_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";12130,268929;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_SLU_001_3130n_18";"3130";"3130_na";"Versie 2.0";"1 ha < Opp <= 5 ha";12130,268929;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_SLU_001_3130n_18";"3130";"3130_na";"Versie 3";"1 ha < Opp <= 5 ha";12130,268929;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_TEU_004_3130a_17";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";18060,779244;"binnen";"Atlantisch";7;8;1;87,5;0
"LI_TEU_004_3130a_17";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";18060,779244;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_TEU_004_3160_17";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";18060,779244;"binnen";"Atlantisch";5;6;1;83,3333333333333;0
"LI_TEU_004_3160_17";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";18060,779244;"binnen";"Atlantisch";4;5;1;80;0
"LI_TEU_005_3130a_17";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";18487,672524;"binnen";"Atlantisch";6;8;2;75;0
"LI_TEU_005_3130a_17";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";18487,672524;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_TEU_005_3160_16";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";18487,672524;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_TEU_005_3160_16";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";18487,672524;"binnen";"Atlantisch";4;5;1;80;0
"LI_TEU_005_3160_17";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";18487,672524;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_TEU_005_3160_17";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";18487,672524;"binnen";"Atlantisch";4;5;1;80;0
"LI_TOM_001_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";103,608997;"buiten";"Atlantisch";4;5;1;80;0
"LI_TOM_001_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";103,608997;"buiten";"Atlantisch";3;5;2;60;0
"LI_TOM_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";164,589863;"buiten";"Atlantisch";6;8;1;75;0
"LI_TOM_002_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";164,589863;"buiten";"Atlantisch";3;6;2;50;0
"LI_TOM_002_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";164,589863;"buiten";"Atlantisch";3;5;2;60;0
"LI_TOM_002_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";164,589863;"buiten";"Atlantisch";2;5;3;40;0
"LI_VZB_001_3160_17";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";670,039509;"binnen";"Atlantisch";6;6;0;100;1
"LI_VZB_001_3160_17";"3160";"3160";"Versie 3";"Opp <= 1 ha";670,039509;"binnen";"Atlantisch";4;5;1;80;0
"LI_VZB_002_3160_18";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";5914,604641;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_VZB_002_3160_18";"3160";"3160";"Versie 3";"Opp <= 1 ha";5914,604641;"binnen";"Atlantisch";2;5;2;40;0
"LI_VZB_003_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";23421,008411;"binnen";"Atlantisch";7;8;0;87,5;1
"LI_VZB_003_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";23421,008411;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_VZB_003_3160_18";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";23421,008411;"binnen";"Atlantisch";5;6;0;83,3333333333333;1
"LI_VZB_003_3160_18";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";23421,008411;"binnen";"Atlantisch";4;5;1;80;0
"LI_VZB_005_3130a_18";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";26090,677879;"binnen";"Atlantisch";4;8;3;50;0
"LI_VZB_005_3130a_18";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";26090,677879;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"LI_VZB_005_3160_18";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";26090,677879;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_VZB_005_3160_18";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";26090,677879;"binnen";"Atlantisch";2;5;2;40;0
"LI_VZB_007_3160_18";"3160";"3160";"Versie 2.0";"1 ha < Opp <= 5 ha";15332,035454;"binnen";"Atlantisch";6;6;0;100;1
"LI_VZB_007_3160_18";"3160";"3160";"Versie 3";"1 ha < Opp <= 5 ha";15332,035454;"binnen";"Atlantisch";4;5;1;80;0
"LI_VZB_008_3160_16";"3160";"3160";"Versie 2.0";"Opp <= 1 ha";2604,42601;"binnen";"Atlantisch";6;6;0;100;1
"LI_VZB_008_3160_16";"3160";"3160";"Versie 3";"Opp <= 1 ha";2604,42601;"binnen";"Atlantisch";5;5;0;100;1
"LI_WIK_002_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";5520,877754;"binnen";"Atlantisch";6;8;1;75;0
"LI_WIK_002_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";5520,877754;"binnen";"Atlantisch";3;6;2;50;0
"LI_WIK_005_3130a_16";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";10273,098244;"binnen";"Atlantisch";5;8;2;62,5;0
"LI_WIK_005_3130a_16";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";10273,098244;"binnen";"Atlantisch";3;6;2;50;0
"LI_WIK_007_3130a_16";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";6751,375416;"binnen";"Atlantisch";8;8;0;100;1
"LI_WIK_007_3130a_16";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";6751,375416;"binnen";"Atlantisch";6;6;0;100;1
"LI_WIK_007_3130n_16";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";6751,375416;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"LI_WIK_007_3130n_16";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";6751,375416;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"LI_WIK_008_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";9731,347748;"binnen";"Atlantisch";7;8;1;87,5;0
"LI_WIK_008_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";9731,347748;"binnen";"Atlantisch";5;6;1;83,3333333333333;0
"LI_ZUT_001_3130a_17";"3130";"3130_aom";"Versie 2.0";"1 ha < Opp <= 5 ha";23038,029923;"binnen";"Atlantisch";6;8;2;75;0
"LI_ZUT_001_3130a_17";"3130";"3130_aom";"Versie 3";"1 ha < Opp <= 5 ha";23038,029923;"binnen";"Atlantisch";1;6;4;16,6666666666667;0
"LI_ZUT_001_3140_17";"3140";"3140";"Versie 2.0";"1 ha < Opp <= 5 ha";23038,029923;"binnen";"Atlantisch";4;5;0;80;1
"LI_ZUT_001_3140_17";"3140";"3140";"Versie 3";"1 ha < Opp <= 5 ha";23038,029923;"binnen";"Atlantisch";1;5;3;20;0
"OV_DAM_001_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";8791,702574;"binnen";"Atlantisch";2;5;2;40;0
"OV_DAM_001_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";8791,702574;"binnen";"Atlantisch";1;5;3;20;0
"OV_DON_003_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";6936,676874;"binnen";"Atlantisch";3;5;1;60;0
"OV_DON_003_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";6936,676874;"binnen";"Atlantisch";3;5;1;60;0
"OV_FON_001_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";1378,028564;"binnen";"Atlantisch";2;5;1;40;0
"OV_FON_001_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";1378,028564;"binnen";"Atlantisch";2;5;2;40;0
"OV_FON_002_3140_17";"3140";"3140";"Versie 2.0";"Opp <= 1 ha";4196,550087;"binnen";"Atlantisch";3;5;1;60;0
"OV_FON_002_3140_17";"3140";"3140";"Versie 3";"Opp <= 1 ha";4196,550087;"binnen";"Atlantisch";3;5;1;60;0
"OV_KRA_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"5 ha < Opp < 50 ha";89100,381771;"binnen";"Atlantisch";5;8;0;62,5;1
"OV_KRA_001_3130a_18";"3130";"3130_aom";"Versie 3";"5 ha < Opp < 50 ha";89100,381771;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"OV_KRA_001_3130n_18";"3130";"3130_na";"Versie 2.0";"5 ha < Opp < 50 ha";89100,381771;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"OV_KRA_001_3130n_18";"3130";"3130_na";"Versie 3";"5 ha < Opp < 50 ha";89100,381771;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"OV_LIN_001_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";1131,329;"binnen";"Atlantisch";4;5;0;80;1
"OV_LIN_001_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";1131,329;"binnen";"Atlantisch";3;5;1;60;0
"OV_STB_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";1194,803576;"binnen";"Atlantisch";6;8;2;75;0
"OV_STB_002_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";1194,803576;"binnen";"Atlantisch";3;6;2;50;0
"OV_STB_002_3140_17";"3140";"3140";"Versie 2.0";"Opp <= 1 ha";1194,803576;"binnen";"Atlantisch";5;5;0;100;1
"OV_STB_002_3140_17";"3140";"3140";"Versie 3";"Opp <= 1 ha";1194,803576;"binnen";"Atlantisch";4;5;1;80;0
"VB_ASD_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";4612,083736;"binnen";"Atlantisch";5;8;1;62,5;0
"VB_ASD_001_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";4612,083736;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"VB_KBL_001_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";240,763981;"binnen";"Atlantisch";4;5;1;80;0
"VB_KBL_001_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";240,763981;"binnen";"Atlantisch";3;5;2;60;0
"VB_KBL_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";238,430313;"binnen";"Atlantisch";5;8;2;62,5;0
"VB_KBL_002_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";238,430313;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"VB_KOR_001_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";6621,360788;"binnen";"Atlantisch";4;5;0;80;1
"VB_KOR_001_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";6621,360788;"binnen";"Atlantisch";3;5;1;60;0
"VB_VDB_001_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";588,085823;"binnen";"Atlantisch";4;5;0;80;1
"VB_VDB_001_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";588,085823;"binnen";"Atlantisch";2;5;3;40;0
"VB_VIE_004_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";748,348824;"binnen";"Atlantisch";5;8;1;62,5;0
"VB_VIE_004_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";748,348824;"binnen";"Atlantisch";2;6;3;33,3333333333333;0
"VB_VIE_004_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";748,348824;"binnen";"Atlantisch";1;5;2;20;0
"VB_VIE_004_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";748,348824;"binnen";"Atlantisch";1;5;3;20;0
"VB_VIN_002_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";874,109455;"binnen";"Atlantisch";5;5;0;100;1
"VB_VIN_002_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";874,109455;"binnen";"Atlantisch";4;5;1;80;0
"VB_VOR_002_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";121,483492;"binnen";"Atlantisch";3;5;1;60;0
"VB_VOR_002_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";121,483492;"binnen";"Atlantisch";4;5;1;80;0
"VB_VOR_003_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";67,345087;"binnen";"Atlantisch";2;4;2;50;0
"VB_VOR_003_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";67,345087;"binnen";"Atlantisch";2;5;3;40;0
"VB_VOR_005_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";91,690865;"binnen";"Atlantisch";8;8;0;100;1
"VB_VOR_005_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";91,690865;"binnen";"Atlantisch";3;6;2;50;0
"VB_VOR_005_3150_18";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";91,690865;"binnen";"Atlantisch";5;5;0;100;1
"VB_VOR_005_3150_18";"3150";"3150";"Versie 3";"Opp <= 1 ha";91,690865;"binnen";"Atlantisch";3;5;2;60;0
"WV_BBV_001_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";241,830942;"binnen";"Atlantisch";8;8;0;100;1
"WV_BBV_001_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";241,830942;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"WV_BBV_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";5310,550331;"binnen";"Atlantisch";7;8;1;87,5;0
"WV_BBV_002_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";5310,550331;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"WV_BBV_002_3130n_17";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";5310,550331;"binnen";"Atlantisch";4;7;2;57,1428571428571;0
"WV_BBV_002_3130n_17";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";5310,550331;"binnen";"Atlantisch";3;6;2;50;0
"WV_BBV_003_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";452,318834;"binnen";"Atlantisch";8;8;0;100;1
"WV_BBV_003_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";452,318834;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"WV_BUL_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";2239,284758;"binnen";"Atlantisch";6;8;1;75;0
"WV_BUL_002_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";2239,284758;"binnen";"Atlantisch";3;6;2;50;0
"WV_DAM_001_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";7661,479421;"buiten";"Atlantisch";3;5;2;60;0
"WV_DAM_001_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";7661,479421;"buiten";"Atlantisch";1;5;4;20;0
"WV_GUP_001_3130a_18";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";1170,537502;"binnen";"Atlantisch";7;8;1;87,5;0
"WV_GUP_001_3130a_18";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";1170,537502;"binnen";"Atlantisch";5;6;1;83,3333333333333;0
"WV_GUP_002_3130a_17";"3130";"3130_aom";"Versie 2.0";"Opp <= 1 ha";7796,773072;"binnen";"Atlantisch";7;8;1;87,5;0
"WV_GUP_002_3130a_17";"3130";"3130_aom";"Versie 3";"Opp <= 1 ha";7796,773072;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"WV_GUP_002_3130n_17";"3130";"3130_na";"Versie 2.0";"Opp <= 1 ha";7796,773072;"binnen";"Atlantisch";5;7;1;71,4285714285714;0
"WV_GUP_002_3130n_17";"3130";"3130_na";"Versie 3";"Opp <= 1 ha";7796,773072;"binnen";"Atlantisch";4;6;1;66,6666666666667;0
"WV_KPV_001_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";707,559087;"binnen";"Atlantisch";2;5;2;40;0
"WV_KPV_001_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";707,559087;"binnen";"Atlantisch";1;5;3;20;0
"WV_LEI_003_3150_17";"3150";"3150";"Versie 2.0";"Opp <= 1 ha";151,994032;"binnen";"Atlantisch";4;5;1;80;0
"WV_LEI_003_3150_17";"3150";"3150";"Versie 3";"Opp <= 1 ha";151,994032;"binnen";"Atlantisch";4;5;1;80;0
